title,localisation,desc,note,link,entreprise
Statisticien Pour poste de Recetteur Informatique (H/F),Metz,"Manpower METZ TERTIAIRE recherche pour son client, un acteur du secteur de l'Electricité et du Gaz, un Statisticien Pour poste de Recetteur Informatique (H/F) -Exécution et rédaction de tests de non régressionDiagnostic de niveau 1 des anomalies de production et recette des correctifsAnalyse des dossiers de spécifications fonctionnelles et recette des évolutionsDéfinition et rédaction des cahiers de recetteParamétrage et rédaction de notes de paramétrages en vue de leur diffusion interne/externeGestion des anomalies via un outil de suiviBac +2 ou bac +3 (Dut ou licence STID souhaité)Maîtrise du pack officeRigoureux et organisé pour gérer un grand nombre de cas de figure à testerUne expérience en ERP serait un plusCompétences humaines : Curieux, Volontaire, Persévèrent, Bonne capacité d'analyse, Esprit d'équipeDans le cadre de sa politique diversité, Manpower étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicapNiveau hiérarchiqueConfirméType d’emploiTemps pleinFonctionÉtudes/rechercheAnalysteTechnologies de l’informationSecteursTechnologies et services de l’informationRecrutement Assurances",NA,https://fr.linkedin.com/jobs/view/statisticien-pour-poste-de-recetteur-informatique-h-f-at-metz-tertiaire-manpower-1826744597?refId=8c21192a-2e1f-456c-bab3-e3857aab40fb&position=3&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,METZ TERTIAIRE manpower
Coordinateur Gestion des Données,France,"Fiche de poste Coordinateur Gestion des Données La SociétéCalypse, l’entreprise qui place les salariés au centre du projetCalypse est une société de prestations de services destinées aux métiers de l’industrie de la santé. Nous proposons à nos clients (biotechs, laboratoires…), des compétences à forte valeur ajoutée dans les domaines de la pharmacovigilance, des affaires réglementaires, des études cliniques, de la biométrie et du market access.MissionPiloter les activités opérationnelles liées à la gestion des données d’études cliniques, depuis leur préparation jusqu’à leur clôture, en collaboration avec le Coordinateur d’études locales, les Médecins Experts de l’entreprise et le Statisticien de l’étude, en conformité avec les bonnes pratiques cliniques et de data management ainsi que la réglementation locale et les procédures applicables.Identifier les problèmes potentiels lors de la gestion des données, déterminer un plan d’action à mettre en œuvre et les résoudre.Assurer la bonne documentation de la gestion des données et ce en conformité avec la réglementation et les procédures.Concevoir des Cahiers des charges lors des appels d’offres relatifs à des prestations de Data ManagementEmettre des recommandations concernant les critères de choix des CRO en charge de la gestion des données de l’étude.Mettre en œuvre et suivre les différentes étapes de gestion des données en coordination avec les CRO.Participer aux réunions de suivi des études organisées à la demande de l’entreprise.ProfilDe formation scientifique (Bac+5) avec une double compétence en informatique, vous justifiez d’une expérience significative en tant que Data Manager en laboratoire ou en CRO.Votre niveau d’anglais est courant.Poste en CDI basé à Paris/IDF à pourvoir rapidementRémunération selon profilContactclick applyNiveau hiérarchiqueConfirméType d’emploiTemps pleinFonctionManagement de projetTechnologies de l’informationSecteursÉtudes/rechercheBiotechnologieIndustrie pharmaceutique",NA,https://fr.linkedin.com/jobs/view/coordinateur-gestion-des-donn%C3%A9es-at-calypse-consulting-1767747150?refId=8c21192a-2e1f-456c-bab3-e3857aab40fb&position=4&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Calypse Consulting
ANALYSTE DÉVELOPPEUR EN STATISTIQUES (H/F),Strasbourg,"Présentation de la sociétéEuro-Information, filiale Informatique du groupe Crédit Mutuel Alliance Fédérale, conçoit, réalise, maintient et exploite un système d’information commun utilisé par le Groupe.Les activités de développement et de production informatique au niveau national et international sont assurées par environ 3200 salariés répartis sur plusieurs sites géographiques au niveau national : Strasbourg, Nancy, Dijon, Orléans, Lyon, Lille, Cergy, Val de Fontenay, Paris et Nantes.Mission principaleAu Sein Du Secteur Des Solutions Cognitives, Dans Un Environnement Innovant, Rejoignez L’équipe Composants Intégration Qui a Pour Mission l’intégration des solutions cognitives dans le SI du groupe à destination des chargés de clientèles ou des clients. la supervision, le développement, la documentation des composants technologiques. la création de nouveaux outils de suivis, de statistiques, de monitoring de performance des solutions.Selon les projets, ces composants se déclinent dans technologies différentes : C#, Angular JS, SQL Serveur, NOSQL….Activités et tâches spécifiquesEn tant qu’analyste développeur, vos missions seront les suivantes : Concevoir et rédiger des spécifications fonctionnelles, applicatives, et techniques liés aux statistiques Développer des applications et des interfaces utilisateurs présentant des statistiques et indicateurs de performances. Organiser la recette des solutions applicatives, gérer les demandes d’évolution, suivre la production Travailler en mode projet dans le respect du Système de Management de la Qualité. Créer et alimenter des bases de donnéesConnaissances et compétencesVous maîtrisez les développements SQL, les bases de données et vous connaissez C# et ASP .NET. Des connaissances dans les outils décisionnels (Master Focus, Vertica, WebFocus) seraient un plus. Vous connaissez ou êtes curieux de connaitre la méthodologie de développement agile.Savoir-être - savoir-faireDiplômé d’un bac +4/+5 dans le domaine informatique ou scientifique, vous disposez d’une première expérience sur un poste équivalent.Vous aimez les défis techniques et apprendre de nouveaux outils ou langages. Vous êtes reconnu pour vos qualités relationnelles avec les utilisateurs ainsi que vos collègues.Vous avez le souci du respect des normes et standards qualité.On dit de vous que vous êtes organisé et que vous avez l’esprit de synthèse. Dynamique, vous savez faire preuve d’initiatives.Autres informationsLe poste basé à Strasbourg (67), est à pourvoir en CDI dès que possible.Vous bénéficierez d’avantages « Convention Collective Banque » comme : RTT et congés supplémentaires Prime d’intéressement et de participation, Conditions bancaires avantageuses, Régime de Frais de Santé et de Retraite très attractif,Aimant les challenges, vous souhaitez travailler dans un environnement innovant sur des sujets en plein essor ? Alors n’hésitez plus : postulez !Niveau hiérarchiqueNon pertinentType d’emploiTemps pleinFonctionManagement de projetAnalysteTechnologies de l’informationSecteursTechnologies et services de l’informationLogiciels informatiquesBanques",NA,https://fr.linkedin.com/jobs/view/analyste-d%C3%A9veloppeur-en-statistiques-h-f-at-euro-information-1450317006?refId=8c21192a-2e1f-456c-bab3-e3857aab40fb&position=5&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Euro Information
Technicien de l&apos;Information Médicale (H/F),France,"Notre client est un établissement de santé majeur du département des Alpes-Maritimes, proposant une offre de soin entièrement tournée vers le patient, complète, performante et guidée par l'innovation. En supervision d'une équipe de 4 Techniciens de l'Information Médicale, vos missions sont les suivantes :Assurer le codage des diagnostics ;Contrôler la présence et la cohérence des actes et de toute autre information nécessaire au groupage ;Réaliser quotidiennement les contrôle qualité des séjours avant l'export en facturation ;Contrôler la qualité des données saisies : correction des erreurs, contrôle de l'exhaustivité et de la confidentialité ;Transmettre les données recueillies à l'ATIH ; - Évaluer l'activité médicale de l'établissement en élaborant des rapports statistiques ;Construire des indicateurs à la demande des équipes médicales et des différentes directions de l'établissement ;Former les équipes soignantes aux outils (logiciel de saisie de l'activité hospitalière...) De formation supérieure (DU Information médicale et système d'information, DU Technicien de l'Information Médicale...), vous justifiez d'une expérience minium de 8 ans à poste similaire, ou de statisticien(ne) ou d'analyste du secteur hospitalier. Vous faites preuve de rigueur, de méthode et de curiosité intellectuelle, et avez une compréhension fine de la prise en charge des prescriptions médicales.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationRecrutement Ressources humaines",NA,https://fr.linkedin.com/jobs/view/technicien-de-l-apos-information-m%C3%A9dicale-h-f-at-fsc-executive-search-monceau-carri%C3%A8res-1821853769?refId=8c21192a-2e1f-456c-bab3-e3857aab40fb&position=6&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,FSC Executive Search & Monceau Carrières
Chargé d'études statistiques F/H-(H/F),Rueil-Malmaison,"Vos missions au quotidienAu sein de ce service, vous aurez pour objectifs de participer à l’amélioration et au suivi des dispositifs d’octroi et de renforcer le pilotage des risques. En coordination avec les autres modélisateurs et analystes risque de l’équipe, vous assumez la conception, l’organisation et la conduite des projets qui vous sont confiés.Ces missions contribuent aux objectifs stratégiques de Franfinance concernant l’amélioration de la couverture des risques, le renforcement de la qualité et du suivi des dispositifs d’octroi.Vos missions couvrent plusieurs domaines :Evolution des outils d’octroi et monitoring de leur bon fonctionnement Suivi des activités d’octroi Etude de la sinistralité et des indicateurs précoces Reporting interne Modélisation de courbes de dépréciation d’actifs Projets d’évolution des outils et procéduresElles consistent ainsi à : Elaborer des études statistiques pour analyser le comportement de risques d’impayés Elaborer des tableaux de bord et des études à la demande Contribuer à la tenue des comités de suivi du risque Participer aux projets d’évolution du dispositif d’octroi.Vous avez de solides connaissances en manipulation et modélisation de données chiffrées et montrez un intérêt pour le suivi du risque de crédit. Votre intégration dans l’équipe vous permettra de gagner progressivement en autonomie et de devenir force de proposition sur les nombreux aspects de notre activité.Vous serez le garant de la qualité des travaux livrés, et du premier niveau d’analyse à partager avec nos interlocuteurs. A ce titre, vous devrez aussi vous assurer de la bonne interprétation et gestion des données délivrées en amont.Vous serez en relation avec les différents départements opérationnels de Franfinance avec lesquels vous serez amenés à collaborer dans le cadre des différents projets. Ceci pour maintenir toujours le support délivré au niveau de l’attente de nos destinataires. Et si c’était vous ?Diplômé Bac +5 – type Master 2 Ingénierie Statistiques ou école d’ingénieur, vous êtes rigoureux, méthodique et êtes reconnu pour vos capacités d’analyse et de synthèse. Force de proposition, vos qualités relationnelles seront des atouts pour réussir dans ce poste.Votre prise de fonction se fera par l’intégration dans une équipe expérimentée qui vous fera monter en compétences sur le domaine statistique et le risque de crédit.La maîtrise de SAS est indispensable et une première expérience en modélisation d’un score sera un plus.Pourquoi nous choisir ?Franfinance, filiale de la Société Générale, est l’un des premiers établissements européens, spécialisé dans le financement des ventes auprès d’une clientèle de particuliers et d’entreprises. Le service Pilotage des Risques et de la Performance est en charge des systèmes décisionnels d’octroi et du pilotage de l’entité Franfinance Financement Aux Entreprises.Niveau hiérarchiqueNon pertinentType d’emploiTemps pleinFonctionAutreSecteursTechnologies et services de l’informationBanquesServices financiers",NA,https://fr.linkedin.com/jobs/view/charg%C3%A9-d-%C3%A9tudes-statistiques-f-h-h-f-at-franfinance-cdi-1789120514?refId=8c21192a-2e1f-456c-bab3-e3857aab40fb&position=7&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Franfinance_CDI
Groupe FSC: Technicien de l'information médicale (h/f),Villars-sur-Var,"Notre client est un établissement de santé majeur du département des Alpes-Maritimes, proposant une offre de soin entièrement tournée vers le patient, complète, performante et guidée par l'innovation. En supervision d'une équipe de 4 Techniciens de l'Information Médicale, vos missions sont les suivantes : Assurer le codage des diagnostics ; Contrôler la présence et la cohérence des actes et de toute autre information nécessaire au groupage ; Réaliser quotidiennement les contrôle qualité des séjours avant l'export en facturation ; Contrôler la qualité des données saisies : correction des erreurs, contrôle de l'exhaustivité et de la confidentialité ; Transmettre les données recueillies à l'ATIH ; Évaluer l'activité médicale de l'établissement en élaborant des rapports statistiques ; Construire des indicateurs à la demande des équipes médicales et des différentes directions de l'établissement ; Former les équipes soignantes aux outils (logiciel de saisie de l'activité hospitalière...) De formation supérieure (DU Information médicale et système d'information, DU Technicien de l'Information Médicale...), vous justifiez d'une expérience minium de 8 ans à poste similaire, ou de statisticien(ne) ou d'analyste du secteur hospitalier.Vous faites preuve de rigueur, de méthode et de curiosité intellectuelle, et avez une compréhension fine de la prise en charge des prescriptions médicales.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionTechnologies de l’informationSecteursTechnologies et services de l’informationRecrutement Ressources humaines",NA,https://fr.linkedin.com/jobs/view/groupe-fsc-technicien-de-l-information-m%C3%A9dicale-h-f-at-fsc-executive-search-monceau-carri%C3%A8res-1823428454?refId=8c21192a-2e1f-456c-bab3-e3857aab40fb&position=8&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,FSC Executive Search & Monceau Carrières
"Chargé d'études statistiques prévisions, H/F, CDD",Niort,"Assistance routière, habitation, santé et prévoyance, voyage ou bien médicale, ""Le Groupe Inter Mutuelles Assistance (IMA) - (4100 salariés répartis en France et en Europe (Allemagne, Espagne, Italie, Portugal, Benelux et Maroc) propose une gamme complète de services pour garantir le bien_être et la satisfaction de ses bénéficiaires, toute l'année, de jour comme de nuit. La mission d'IMA Gie sur Niort est d'apporter une assistance humaine, médicale ou technique, 24h/24 et 7J/7 sur les activités historiques du Groupe (automobile et déplacement, habitat assistance aux personnes et voyage /médical ).Vous souhaitez rejoindre l'aventure ? c'est par ici.Au siège social d'IMA, les services garantissent aux décideurs du Groupe une vision réaliste et fidèle des prévisions d'activités et des prestations réalisées auprès de nos sociétaires et clients sur l'ensemble des sites du Groupe, à l'échelle internationale. Les équipes de Chargé(e) d'études statistiques sont des maillons importants de la prise de décision stratégique sur le plan commercial et financier : il s'agit de maîtriser la qualité des services rendus en identifiant les anomalies de sous / sur qualité.Au Sein De L'équipe "" Contrôle De Gestion De Production "", En Charge Des Prévisions Et Du Suivis D'activité Des Différentes Directions Opérationnelles, Vous Aurez Pour Principales Missions DeRéaliser les analyses demandées par les clients internes ou les métiers sur l'activité produite par les plateaux d'assistance Identifier les données à collecter (type de données, périodicité...) et choisir l'outil adapté pour mener l'analyse Evaluer et choisir les méthodes statistiques à utiliser pour calculer et analyser les informations récoltées Identifier les biais d'analyse (fausses données, données en écart...) et épurer la base de données récoltées Synthétiser les données collectées et choisir les modes de représentation les plus pertinents, et si besoin préparer les supports de réunion pour les présenter Faire preuve de pédagogie pour expliquer les analyses réaliséesParticiper à la production des prévisions d'activités et du budget d'activité des différents sites Mettre à jour les données d'historiques disponibles Identifier les particularités en termes de calendrier des journées à venir Rechercher les nouvelles informations et les intégrer aux calculs Lancer les programmes de projection et contrôler les résultatsNiveau hiérarchiqueConfirméType d’emploiTemps pleinFonctionÉtudes/rechercheAnalysteTechnologies de l’informationSecteursIndustrie automobileRecrutement Loisirs, voyages et tourisme",NA,https://fr.linkedin.com/jobs/view/charg%C3%A9-d-%C3%A9tudes-statistiques-pr%C3%A9visions-h-f-cdd-at-inter-mutuelle-assistance-1819906438?refId=8c21192a-2e1f-456c-bab3-e3857aab40fb&position=9&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Inter Mutuelle Assistance
Programmeur SAS clinique (F/H),France,"MissionsDans le cadre de notre développement, nous recherchons un programmeur SAS.Sous la responsabilité du Responsable du département, vous serez en charge de :Programmer sous SAS BASE/STAT/GRAPHS/MACROS des tables, listings et graphiques pour plusieurs essais cliniques de phase I, II et III ou pour répondre à des besoins de communication externes (publication, communication orale, manuscrit) en Oncologie aussi bien en anglais qu’en français.Effectuer des recommandations en consultation avec le statisticien de l’étude sur les spécifications de programmation pour les données de l’analyse et sorties statistiques.Assurer la validation de programmes SAS et/ou de tables, listings et figures.S’assurer de programmer en conformité avec le projet/étude et les procédés de programmation correspondant aux procédures internes du laboratoire.Fournir des commentaires si besoin, en anglais, à toutes les réunions et les activités couvrant les aspects de rapports statistiques sur les activités de première instance.Les objectifs ci-dessus devront être effectués en coordination avec les fonctions Biostatistiques et Cliniques impliquées dans l’étude sur les différents sites internationaux du laboratoire.ProfilIngénieur ou de formation scientifique (Bac+5) en statistiques ou informatique, vous avez une 1ère expérience réussie en en tant que programmeur SAS ou biostatisticien en laboratoire ou en CRO.Vous aspirez à une progression rapide de carrière ?Devenez programmeur SAS chez Calypse ! Ainsi, vous profiterez de :Notre réseau d’industries de santéFormations sur mesureUn accompagnement personnalisé (missions adaptées et évolutives)Calypse est une aventure entrepreneuriale depuis 2015. Notre objectif est de redéfinir avec vous le métierde programmeur SAS de demain (C’est vrai que c’est ambitieux mais on y croit vraiment!).Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursÉtudes/rechercheBiotechnologieIndustrie pharmaceutique",NA,https://fr.linkedin.com/jobs/view/programmeur-sas-clinique-f-h-at-calypse-consulting-1767748121?refId=8c21192a-2e1f-456c-bab3-e3857aab40fb&position=10&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Calypse Consulting
Statisticien / Economiste de la santé F/H - Etudes socio-économiques (H/F),Les Pavillons-sous-Bois,"Cette offre d’emploi est fournie par Pôle emploi DescriptionLe candidat retenu sera intégré au sein d'une équipe de 9 personnes. Ses principales missions seront les suivantes : Réaliser des études en santé :Proposer une méthode et des outils statistiques, puis formaliser un protocole d'étude.Réaliser les opérations de data management : extraction des données, contrôle, organisation, mise en forme.Mener l'analyse statistique et l'interprétation des résultatsRédiger les documents : rapport, synthèses. Gérer des travaux d'évaluation en santé :élaborer un plan de travail prévisionnel,proposer une méthodologie, en rédiger le protocole et le cahier des chargesorganiser les concertations avec les partenaires (internes, Caisses MSA, externes)élaborer les outils d'évaluation (supports de recueil, questionnaires.)recueillir et contrôler la qualité des données, les traiter, en réaliser l'analyserédiger les documents : rapports, synthèses. CDD à pourvoir dès que possible et jusqu'au 20 juillet 2020. - Formation supérieure (Bac+5) en statistiques, économie de la santé .Compétences en évaluation médico-économique, statistique et traitement de donnéesMaitrise de SAS, SAS guide ou R et du Pack OfficeUne connaissance du SNDS serait un plusEsprit d'analyse et de synthèseEsprit d'équipe et bon relationnelTrès bonnes capacités rédactionnelles A compétences égales, les postes vacants sont ouverts à toutes personnes en situation de handicap.Pour faire la différence, votre candidature comprendra un cv et une lettre de motivation adaptée au poste recherché.Il s'agit d'un emploi conventionnel de Chargé de mission POA niveau 6. - La MSA, Sécurité sociale agricole, est le 2e régime de protection sociale en France. Elle gère la protection sociale légale et complémentaire de l'ensemble de la profession agricole et rurale, soit près de 26,9 milliards de prestations versées pour 5,6 millions de bénéficiaires (famille, santé, logement, retraite, assujettissement et cotisations des salariés et exploitants agricoles). La MSA comprend 16 000 salariés répartis entre 35 caisses, une caisse informatique institutionnelle et une caisse centrale, tête de réseau. Elle couvre l'ensemble de la population agricole et des ayants droit (non-salariés et salariés) et elle s'appuie sur les valeurs du mutualisme, que sont la solidarité, la responsabilité et la démocratie, pour faire vivre les territoires ruraux. La caisse centrale de la MSA (CCMSA), 850 salariés, est la tête du réseau des 35 caisses MSA, elle contribue avec elles à la mise en œuvre de la politique sociale agricole et représente la MSA au niveau national auprès des Ministères et partenaires. https://www.jerejoinslamsa.fr Luminem - les locaux de la CCMSA à BobignyPROFIL SOUHAITÉExpérienceDébutant acceptéSource: Pole emploi (https://www.pole-emploi.fr)Niveau hiérarchiqueConfirméType d’emploiTemps pleinFonctionÉtudes/rechercheAnalysteTechnologies de l’informationSecteursGestion des associations et fondationsBanquesAdministration publique",NA,https://fr.linkedin.com/jobs/view/statisticien-economiste-de-la-sant%C3%A9-f-h-etudes-socio-%C3%A9conomiques-h-f-at-caisse-centrale-de-mutualite-sociale-agricole-1812373886?refId=8c21192a-2e1f-456c-bab3-e3857aab40fb&position=11&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,CAISSE CENTRALE DE MUTUALITE SOCIALE AGRICOLE
Technicien de lInformation Médicale (H/F),Nice,"Notre client est un établissement de santé majeur du département des Alpes-Maritimes, proposant une offre de soin entièrement tournée vers le patient, complète, performante et guidée par l'innovation. En supervision d'une équipe de 4 Techniciens de l'Information Médicale, vos missions sont les suivantes :Assurer le codage des diagnostics ;Contrôler la présence et la cohérence des actes et de toute autre information nécessaire au groupage ;Réaliser quotidiennement les contrôle qualité des séjours avant l'export en facturation ;Contrôler la qualité des données saisies : correction des erreurs, contrôle de l'exhaustivité et de la confidentialité ;Transmettre les données recueillies à l'ATIH ; - Évaluer l'activité médicale de l'établissement en élaborant des rapports statistiques ;Construire des indicateurs à la demande des équipes médicales et des différentes directions de l'établissement ;Former les équipes soignantes aux outils (logiciel de saisie de l'activité hospitalière...) De formation supérieure (DU Information médicale et système d'information, DU Technicien de l'Information Médicale...), vous justifiez d'une expérience minium de 8 ans à poste similaire, ou de statisticien(ne) ou d'analyste du secteur hospitalier. Vous faites preuve de rigueur, de méthode et de curiosité intellectuelle, et avez une compréhension fine de la prise en charge des prescriptions médicales.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationRecrutement Ressources humaines",NA,https://fr.linkedin.com/jobs/view/technicien-de-linformation-m%C3%A9dicale-h-f-at-fsc-executive-search-monceau-carri%C3%A8res-1819176631?refId=8c21192a-2e1f-456c-bab3-e3857aab40fb&position=12&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,FSC Executive Search & Monceau Carrières
Programmeur SAS (F/H),France,"Dans le cadre de notre développement, nous recherchons plusieurs programmeurs SAS.Sous la responsabilité du Responsable du département, vous serez en charge de :Programmer sous SAS BASE/STAT/GRAPHS/MACROS des tables, listings et graphiques pour plusieurs essais cliniques de phase I, II et III ou pour répondre à des besoins de communication externes (publication, communication orale, manuscrit) en Oncologie aussi bien en anglais qu’en français.Effectuer des recommandations en consultation avec le statisticien de l’étude sur les spécifications de programmation pour les données de l’analyse et sorties statistiques.Assurer la validation de programmes SAS et/ou de tables, listings et figures.S’assurer de programmer en conformité avec le projet/étude et les procédés de programmation correspondant aux procédures internes du laboratoire.Fournir des commentaires si besoin, en anglais, à toutes les réunions et les activités couvrant les aspects de rapports statistiques sur les activités de première instance.Les objectifs ci-dessus devront être effectués en coordination avec les fonctions Biostatistiques et Cliniques impliquées dans l’étude sur les différents sites internationaux du laboratoire.ProfilIngénieur ou de formation scientifique (Bac+5) en statistiques ou informatique, vous avez une 1ère expérience réussie en en tant que programmeur SAS ou biostatisticien en laboratoire ou en CRO.Vous aspirez à une progression rapide de carrière ?Devenez Programmeur SAS chez Calypse ! Ainsi, vous profiterez de :Notre réseau d’industries de santéFormations sur mesureUn accompagnement personnalisé (missions adaptées et évolutives)Calypse est une aventure entrepreneuriale depuis 2015. Notre objectif est de redéfinir avec vous le métier de Programmeur SAS de demain (C’est vrai que c’est ambitieux mais on y croit vraiment!).Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursÉtudes/rechercheBiotechnologieIndustrie pharmaceutique",NA,https://fr.linkedin.com/jobs/view/programmeur-sas-f-h-at-calypse-consulting-1767744903?refId=8c21192a-2e1f-456c-bab3-e3857aab40fb&position=13&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Calypse Consulting
Data Scientist (H/F),Pontoise,"Référence: ATA/106185Catégorie: ASecteur d'activité: Etudes et conseilsCadre d'emploi 1: Ingénieurs territoriauxCommune: CERGY-PONTOISELocalisation: Hôtel du DépartementDirection: Mission InnovationPoste à encadrement: NonTemps de travail: Temps completDate de fin de publication: 03/05/2020DéfinitionUn seul objectif, améliorer la qualité du service rendu à l’usager. La Mission Innovation intervient en accompagnement des directions pour concevoir de nouvelles offres de services ou améliorer celles existantes. Co-concevoir et inventer les services de demain, s’adapter à l’évolution des attentes et des usages, améliorer la lisibilité, l’accessibilité, et l’efficacité des services aux publics.Elle contribue également à l’acculturation autour des parcours utilisateurs, de l’expérience client, du design thinking, de l’amélioration continue et de la mesure d’impact.Elle s’appuie sur les compétences d’une équipe pluridisciplinaire (sciences humaines et sociales, design, logistique, etc..), de sorte d’être à l’écoute des usagers, observer les usages, susciter la créativité et l'intelligence collective, expérimenter de nouveaux services et process, prototyper de nouveaux outils, et évaluer les gains en délais, coût et qualité, tant pour l'usager que pour l'agent de la collectivité.Pour compléter cette palette de compétences, nous recherchons un(e) data scientist.Expert(e) de la gestion et de l'analyse approfondie de données massives (""big data""), en alliant mathématiques, statistiques et informatique, vous devrez déterminer à partir de sources de données multiples et dispersées, des indicateurs, modèles et analyses qui permettront la mise en place de stratégies visant à améliorer l’efficacité de nos politiques, et en mesurer les impacts.ActivitésVos MissionsExtraction, structuration et gestion de données : Explorer les données à disposition du CDVO avec l’appui des agents du pôle décisionnel de la DSI qui collecte et sélectionne les données internes pertinentes pour les analyses. Identifier d’autres sources de données externes nécessaires pour apporter un éclairage complémentaire (disponibles en open data, achetées auprès de fournisseurs…) et coordonner leur acquisition et leur usage.Traitement Et Analyse Statistique Des Données Développer les modèles statistiques et algorithmes mathématiques appropriés pour chaque analyse de données, en s’appuyant sur les outils et langages dédiés. Participer à des études statistiques portant sur la connaissance du territoire et des comportements, par exemple : dépenses en carte mastercard sur une zone géographique, analyse des flux d’une population au travers de bornages GSM, analyse de flux d’accueil, analyse de données issues d’Objets Connecté IOT, déterminants de l’évolution des demandes MDPH, RSA, impact de ces aides en matière d’autonomie, d’insertion … Élaborer des scénarii et modèles de prédiction. Participer en qualité d’expert auprès des équipes de la DSI à l’acquisition et à l’exploitation des solutions intégrant des technologies d’Intelligence Artificielle.Valorisation des données et accompagnement dans leur utilisation opérationnelle : Traduire et «?faire parler?» les données chiffrées pour les transformer en informations stratégiques et opérationnelles pour les directions métiers de la collectivité. Mettre en perspective les données analysées avec les orientations de la collectivité et mesurer leur impact stratégique à moyen et long terme. Présenter les données analysées de manière claire, visuelle et pédagogique, en s’appuyant notamment sur l’infographie et la data visualization. Accompagner les équipes métiers dans l’appropriation et l’utilisation opérationnelle des données transmises et/ou de nouvelles solutions data au quotidien.Veille technologique, amélioration continue et sensibilisation des directions : Maintenir une veille technologique et documentaire sur les nouvelles techniques et analyses big data, en participant notamment à des séminaires, colloques et conférences scientifiques. Se former régulièrement à l’usage de nouvelles techniques, nouveaux outils, nouveaux logiciels. Mesurer la pertinence et la performance des techniques d’analyse data utilisées, et proposer des améliorations de fond et de forme sur les bases de données internes à l’entreprise. Accompagner la montée en compétences des collaborateurs de l’équipe data, et l’appropriation des data science par les équipes métiers non techniques. Nouer et développer les partenariats universitaires et développer les collaborations avec les organismes de recherche, laboratoires sur le domaine des missions du poste.CompétencesVous maîtrisez les techniques analytiques : algorithmes, apprentissage statistique, machine learning, modèles prédictifs, scoring, segmentation... et vous avez une maîtrise des outils, langages de programmation et logiciels de data science. Vous avez une bonne analyse, synthèse et communication des résultats.Vous êtes créatif et force de proposition, vous avez une curiosité et un intérêt pour les nouvelles technologies du big data (objets connectés, intelligence artificielle…),Vous savez travailler en mode projet avec rigueur et une bonne méthodologie.Spécificités du posteDiplôme de niveau Bac +5,Master en big data, data science,Master en mathématiques appliquées, statistiques, modélisation des données, informatique décisionnelle, économétrie,Diplôme d’ingénieur statisticien, avec une spécialisation big data, data science.CDD de 12 mois.Tous les postes du Conseil départemental du Val d’Oise sont handi-accessiblesSi cet avis vous intéresse, merci de bien vouloir déposer votre CV et votre lettre de motivation en cliquant sur « Postuler » avant le 03/05/2020, en précisant votre rémunération actuelle et vos prétentions salariales dans votre lettre de motivation ».Tous les postes du Conseil départemental sont handi-accessibles.Niveau hiérarchiquePremier emploiType d’emploiTemps pleinFonctionIngénierieTechnologies de l’informationSecteursTechnologies et services de l’informationRecrutement Administration publique",NA,https://fr.linkedin.com/jobs/view/data-scientist-h-f-at-conseil-d%C3%A9partemental-1815184686?refId=8c21192a-2e1f-456c-bab3-e3857aab40fb&position=14&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,Conseil départemental
